image_id,image_path,caption
176,C:\Users\reshm\OneDrive\Desktop\temple\Deity\IMG186.jpg,"Narasimha tearing open Hiranyakashipu, vividly expressing divine wrath."
177,C:\Users\reshm\OneDrive\Desktop\temple\Deity\IMG187.jpg,"Narasimha tearing open Hiranyakashipu, vividly expressing divine wrath."
178,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG188.jpg,Gopuram of sri margabandeeswarar temple
179,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG189.jpg,Gopuram of sri margabandeeswarar temple
180,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG190.jpg,Gopuram of sri margabandeeswarar temple
181,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0191.jpg,"A Yazhi (mythical lion-beast), a protective motif on temple pillars."
182,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0192.jpg,"A Yazhi (mythical lion-beast), a protective motif on temple pillars."
183,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0193.jpg,"A Yazhi (mythical lion-beast), a protective motif on temple pillars."
184,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG194.jpg,Gopuram of sri margabandeeswarar temple
185,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG195.jpg,Gopuram of sri margabandeeswarar temple
186,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0196.jpg," Yazhi sculpture, showcasing strength and fierce expression."
187,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0197.jpg," Yazhi sculpture, showcasing strength and fierce expression."
188,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0198.jpg," Yazhi sculpture, showcasing strength and fierce expression."
189,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0199.jpg," Yazhi sculpture, showcasing strength and fierce expression."
190,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0200.jpg," Yazhi sculpture, showcasing strength and fierce expression."
191,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG201.jpg,Gopuram of sri margabandeeswarar temple
192,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG202.jpg,Gopuram of sri margabandeeswarar temple
193,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG203.jpg,Gopuram of sri margabandeeswarar temple
194,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG204.jpg,Gopuram of sri margabandeeswarar temple
195,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG205.jpg,Gopuram of sri margabandeeswarar temple
196,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG206.jpg,"This sculpture depicts Madanika, a celestial maiden in a graceful dancing posture symbolizing beauty and devotion."
197,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG207.jpg,"This sculpture depicts Madanika, a celestial maiden in a graceful dancing posture symbolizing beauty and devotion."
198,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG208.jpg,"This sculpture depicts Madanika, a celestial maiden in a graceful dancing posture symbolizing beauty and devotion."
199,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG209.jpg,"This sculpture depicts Madanika, a celestial maiden in a graceful dancing posture symbolizing beauty and devotion."
200,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG210.jpg,"This sculpture depicts Yazhi, a mythical lion-like creature that represents power and protection in temple architecture."
201,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG211.jpg,"This sculpture depicts Yazhi, a mythical lion-like creature that represents power and protection in temple architecture."
202,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG212.jpg,"This sculpture depicts a devotee with folded hands, expressing humility and reverence."
203,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG213.jpg,"This sculpture depicts a devotee with folded hands, expressing humility and reverence."
204,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG214.jpg,"This sculpture depicts a devotee with folded hands, expressing humility and reverence."
205,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG215.jpg,"This sculpture depicts Dvarapala, a temple guardian deity holding a staff to protect the sanctum."
206,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG216.jpg,"This sculpture depicts Dvarapala, a temple guardian deity holding a staff to protect the sanctum."
207,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG217.jpg,"This sculpture depicts Dvarapala, a temple guardian deity holding a staff to protect the sanctum."
208,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG218.jpg,"This sculpture depicts Arjuna, a heroic archer figure with a bow symbolizing valor and epic heritage."
209,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG219.jpg,"This sculpture depicts a Rishi, a seated sage in prayer representing wisdom and meditation."
210,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG220.jpg,"This sculpture depicts a Rishi, a seated sage in prayer representing wisdom and meditation."
211,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG221.jpg,"This sculpture depicts a Rishi, a seated sage in prayer representing wisdom and meditation."
212,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG222.jpg,"This sculpture depicts a peacock, the sacred bird of Lord Murugan symbolizing beauty and divinity."
213,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG223.jpg,"This sculpture depicts a peacock, the sacred bird of Lord Murugan symbolizing beauty and divinity."
214,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG224.jpg,"A stone carving of a seated figure in meditation with folded hands (Anjali Mudra), symbolizing prayer, humility, and devotion."
215,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG225.jpg,"A stone carving of a seated figure in meditation with folded hands (Anjali Mudra), symbolizing prayer, humility, and devotion."
216,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG226.jpg,"A weathered stone relief of a seated deity in meditation, representing ascetic discipline and spiritual focus."
217,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG227.jpg,"A weathered stone relief of a seated deity in meditation, representing ascetic discipline and spiritual focus."
218,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG228.jpg,"A weathered stone relief of a seated deity in meditation, representing ascetic discipline and spiritual focus."
219,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG229.jpg,"image shows a seated figure with a conical headpiece, possibly representing Nandi, the sacred bull of Shiva, or a sage in meditation"
220,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG230.jpg,"image shows a seated figure with a conical headpiece, possibly representing Nandi, the sacred bull of Shiva, or a sage in meditation"
221,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG231.jpg,"The image features a dynamic figure holding a bow, likely depicting Lord Rama, known for his heroic stance and archer identity"
222,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG232.jpg,"The image features a dynamic figure holding a bow, likely depicting Lord Rama, known for his heroic stance and archer identity"
223,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG233.jpg,"The image features a dynamic figure holding a bow, likely depicting Lord Rama, known for his heroic stance and archer identity"
224,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG234.jpg,"The image features a dynamic figure holding a bow, likely depicting Lord Rama, known for his heroic stance and archer identity"
225,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG235.jpg,"The image clearly shows a monkey-faced figure seated with a weapon, representing Lord Hanuman, the devoted servant of Rama known for his strength and loyalty"
226,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG236.jpg,"The image clearly shows a monkey-faced figure seated with a weapon, representing Lord Hanuman, the devoted servant of Rama known for his strength and loyalty"
227,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG237.jpg,"The  image clearly shows a monkey-faced figure seated with a weapon, representing Lord Hanuman, the devoted servant of Rama known for his strength and loyalty"
228,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG238.jpg,"The  image clearly shows a monkey-faced figure seated with a weapon, representing Lord Hanuman, the devoted servant of Rama known for his strength and loyalty"
229,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG239.jpg,"Murugan (Kartikeya) is depicted standing with a spear (Vel) in hand, representing the god of war and divine victory."
230,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG240.jpg,"Murugan (Kartikeya) is depicted standing with a spear (Vel) in hand, representing the god of war and divine victory."
231,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG241.jpg,"Murugan (Kartikeya) is depicted standing with a spear (Vel) in hand, representing the god of war and divine victory."
232,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG242.jpg,"A warrior guardian (Dwarapalaka) is portrayed in a strong stance, serving as the fierce protector of the temple sanctum"
233,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG243.jpg,"A warrior guardian (Dwarapalaka) is portrayed in a strong stance, serving as the fierce protector of the temple sanctum"
234,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG244.jpg,"A horse is beautifully carved, linked to royal processions and temple vahanas, symbolizing valor, energy, and movement."
235,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG245.jpg,"A horse is beautifully carved, linked to royal processions and temple vahanas, symbolizing valor, energy, and movement."
236,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG246.jpg,"A horse is beautifully carved, linked to royal processions and temple vahanas, symbolizing valor, energy, and movement."
237,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG247.jpg,"A woman in a squatting pose with a pot is sculpted to represent fertility, daily household life, or a celestial Shilabalika maiden."
238,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG248.jpg,"A woman in a squatting pose with a pot is sculpted to represent fertility, daily household life, or a celestial Shilabalika maiden."
239,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG249.jpg,"A woman in a squatting pose with a pot is sculpted to represent fertility, daily household life, or a celestial Shilabalika maiden."
240,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG250.jpg,"Dwarapala, a temple guardian deity depicted on the pillar, symbolizing protection of the sanctum."
241,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG251.jpg,"Apsara, a celestial dancer carved in graceful posture, embodying beauty and devotion"
242,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG252.jpg,"Apsara, a celestial dancer carved in graceful posture, embodying beauty and devotion"
243,C:\Users\reshm\OneDrive\Desktop\temple\Deity\IMG253.jpg,"Devi with lotus, likely Lakshmi or Parvati, representing purity, prosperity, and auspiciousness."
244,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG254.jpg,Gopuram of sri margabandeeswarar temple
245,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG255.jpg,Gopuram of sri margabandeeswarar temple
246,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG256.jpg,Gopuram of sri margabandeeswarar temple
247,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG257.jpg,Gopuram of sri margabandeeswarar temple
248,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG258.jpg,Gopuram of sri margabandeeswarar temple
249,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG259.jpg,Gopuram of sri margabandeeswarar temple
250,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG260.jpg,"Vishnu, carved within a circular frame holding shankha and chakra, symbolizing preservation and divine protection."
251,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG261.jpg,"Vishnu, carved within a circular frame holding shankha and chakra, symbolizing preservation and divine protection."
252,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG262.jpg,"Vishnu, carved within a circular frame holding shankha and chakra, symbolizing preservation and divine protection."
253,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG263.jpg,"Musician, depicted in a dynamic stance playing a stringed instrument, representing devotion through music."
254,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG264.jpg,"Musician, depicted in a dynamic stance playing a stringed instrument, representing devotion through music."
255,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG265.jpg,"Musician, depicted in a dynamic stance playing a stringed instrument, representing devotion through music."
256,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG266.jpg,"Rishi, shown seated with flowing hair and calm expression, embodying wisdom and spiritual contemplation."
257,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG267.jpg,"Rishi, shown seated with flowing hair and calm expression, embodying wisdom and spiritual contemplation."
258,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG268.jpg,"Rishi, shown seated with flowing hair and calm expression, embodying wisdom and spiritual contemplation."
259,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG269.jpg,"Krishna, standing in tribhanga pose playing the flute, accompanied by devotees and animals, symbolizing divine love and joy."
260,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG270.jpg,"Krishna, standing in tribhanga pose playing the flute, accompanied by devotees and animals, symbolizing divine love and joy."
261,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG271.jpg,Ardhanarishvara - a composite form of Shiva and Parvati symbolizing the synthesis of masculine and feminine energies.
262,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0280.jpg,"Yazhi with warrior - a mythical lion-like creature often shown with a rider, representing power and protection in South Indian temple architecture."
263,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0281.jpg,"Yazhi with warrior - a mythical lion-like creature often shown with a rider, representing power and protection in South Indian temple architecture."
264,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0282.jpg,"Yazhi with warrior - a mythical lion-like creature often shown with a rider, representing power and protection in South Indian temple architecture."
265,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0283.jpg,"Yazhi pillar sculpture - a majestic mythical creature carved into a temple pillar, embodying strength and guardianship."
266,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0284.jpg,"Yazhi pillar sculpture - a majestic mythical creature carved into a temple pillar, embodying strength and guardianship."
267,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0285.jpg,"Yazhi pillar sculpture - a majestic mythical creature carved into a temple pillar, embodying strength and guardianship."
268,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG272.jpg,Gopuram of sri margabandeeswarar temple
269,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG273.jpg,Gopuram of sri margabandeeswarar temple
270,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG274.jpg,Gopuram of sri margabandeeswarar temple
271,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG275.jpg,Gopuram of sri margabandeeswarar temple
272,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG276.jpg,Gopuram of sri margabandeeswarar temple
273,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG277.jpg,Gopuram of sri margabandeeswarar temple
274,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG278.jpg,Gopuram of sri margabandeeswarar temple
275,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG279.jpg,Gopuram of sri margabandeeswarar temple
276,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG286.jpg,"Vishnu seated on Garuda is a sculpture showing Lord Vishnu in a meditative posture atop his eagle mount, symbolizing divine power and cosmic order"
277,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG287.jpg,"Vishnu seated on Garuda is a sculpture showing Lord Vishnu in a meditative posture atop his eagle mount, symbolizing divine power and cosmic order"
278,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG288.jpg,"Vishnu seated on Garuda is a sculpture showing Lord Vishnu in a meditative posture atop his eagle mount, symbolizing divine power and cosmic order"
279,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG289.jpg,"Vishnu seated on Garuda is a sculpture showing Lord Vishnu in a meditative posture atop his eagle mount, symbolizing divine power and cosmic order"
280,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG290.jpg,"Vishnu seated on Garuda is a sculpture showing Lord Vishnu in a meditative posture atop his eagle mount, symbolizing divine power and cosmic order"
281,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG291.jpg,"depiction of Vishnu on Garuda shows him richly adorned, emphasizing his protective and sustaining role in the universe."
282,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG292.jpg,"A Yazhi, the fierce mythical beast with lion and elephant traits, appears as a guardian figure carved onto temple structures."
283,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG293.jpg,"A Yazhi, the fierce mythical beast with lion and elephant traits, appears as a guardian figure carved onto temple structures."
284,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG294.jpg,"A Yazhi, the fierce mythical beast with lion and elephant traits, appears as a guardian figure carved onto temple structures."
285,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG295.jpg,"A Yazhi, the fierce mythical beast with lion and elephant traits, appears as a guardian figure carved onto temple structures."
286,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG296.jpg,"A standing male figure with hands in prayer, likely a devotee or Alvar, represents piety and humility in temple art."
287,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG297.jpg,"A standing male figure with hands in prayer, likely a devotee or Alvar, represents piety and humility in temple art."
288,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG298.jpg,"A standing male figure with hands in prayer, likely a devotee or Alvar, represents piety and humility in temple art."
289,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG299.jpg,"A Simha or lion sculpture, carved with stylized ferocity, serves as a symbol of strength and protection at temple entrances."
290,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG300.jpg,"A Simha or lion sculpture, carved with stylized ferocity, serves as a symbol of strength and protection at temple entrances."
291,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG301.jpg,"A Simha or lion sculpture, carved with stylized ferocity, serves as a symbol of strength and protection at temple entrances."
292,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG302.jpg,"A lotus medallion, circular and intricately carved, reflects purity and spiritual awakening in its floral symbolism."
293,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG303.jpg,"A lotus medallion, circular and intricately carved, reflects purity and spiritual awakening in its floral symbolism."
294,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG304.jpg,"A lotus medallion, circular and intricately carved, reflects purity and spiritual awakening in its floral symbolism."
295,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG305.jpg,"A Makara, the mythical aquatic creature with crocodile and elephant features, embodies fertility and divine protection in sacred architecture."
296,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG306.jpg,"A Makara, the mythical aquatic creature with crocodile and elephant features, embodies fertility and divine protection in sacred architecture."
297,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG307.jpg,"A Makara, the mythical aquatic creature with crocodile and elephant features, embodies fertility and divine protection in sacred architecture."
298,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG308.jpg,"A horse head, likely part of a Kuthirai Vahana or warrior scene, signifies movement, strength, and royal association"
299,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG309.jpg,"A horse head, likely part of a Kuthirai Vahana or warrior scene, signifies movement, strength, and royal association"
300,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG310.jpg,"A horse head, likely part of a Kuthirai Vahana or warrior scene, signifies movement, strength, and royal association"
301,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG311.jpg,"A female devotee or temple dancer is shown in a graceful pose of prayer, representing devotion and cultural ritual within the temple setting."
302,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG312.jpg,"A female devotee or temple dancer is shown in a graceful pose of prayer, representing devotion and cultural ritual within the temple setting."
303,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG313.jpg,"A female devotee or temple dancer is shown in a graceful pose of prayer, representing devotion and cultural ritual within the temple setting."
304,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG314.jpg,"Narasimha, the lion-headed incarnation of Vishnu, is shown seated beneath a tree with one hand raised in a protective gesture"
305,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG315.jpg,"Narasimha, the lion-headed incarnation of Vishnu, is shown seated beneath a tree with one hand raised in a protective gesture"
306,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG316.jpg,"Narasimha, the lion-headed incarnation of Vishnu, is shown seated beneath a tree with one hand raised in a protective gesture"
307,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG317.jpg,"a monkey, likely representing Hanuman, is carved in a crouching position holding a mountain or rock in devotion"
308,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG318.jpg,"a monkey, likely representing Hanuman, is carved in a crouching position holding a mountain or rock in devotion"
309,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG319.jpg,"a monkey, likely representing Hanuman, is carved in a crouching position holding a mountain or rock in devotion"
310,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG320.jpg,a half-human half-serpent figure with hands joined in prayer represents a sage or celestial devotee in reverence
311,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG321.jpg,a half-human half-serpent figure with hands joined in prayer represents a sage or celestial devotee in reverence
312,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG322.jpg,a half-human half-serpent figure with hands joined in prayer represents a sage or celestial devotee in reverence
313,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG323.jpg,a standing male figure with folded hands and a tall headdress signifies a devotee or minor deity in respectful salutation;
314,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG324.jpg,a standing male figure with folded hands and a tall headdress signifies a devotee or minor deity in respectful salutation;
315,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG325.jpg,a standing male figure with folded hands and a tall headdress signifies a devotee or minor deity in respectful salutation;
316,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG326.jpg,a seated female figure with flowing hair and one hand raised appears to be a yogini or teacher in a gesture of instruction
317,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG327.jpg,a seated female figure with flowing hair and one hand raised appears to be a yogini or teacher in a gesture of instruction
318,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG328.jpg,a seated female figure with flowing hair and one hand raised appears to be a yogini or teacher in a gesture of instruction
319,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG329.jpg,a slender male figure with folded hands and an upright posture suggests a devotee in humble submission
320,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG330.jpg,a slender male figure with folded hands and an upright posture suggests a devotee in humble submission
321,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG331.jpg,a slender male figure with folded hands and an upright posture suggests a devotee in humble submission
322,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG332.jpg,"a Yazhi, the mythical lion-like beast of South Indian temples, is shown in profile with swirling tail and ornate detailing"
323,C:\Users\reshm\OneDrive\Desktop\temple\Deity\IMG333.jpg,"a Shiva Linga is enshrined under an arched frame, symbolizing the presence of Lord Shiva"
324,C:\Users\reshm\OneDrive\Desktop\temple\Deity\IMG334.jpg,"a Shiva Linga is enshrined under an arched frame, symbolizing the presence of Lord Shiva"
325,C:\Users\reshm\OneDrive\Desktop\temple\Deity\IMG335.jpg,"a Shiva Linga is enshrined under an arched frame, symbolizing the presence of Lord Shiva"
326,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG336.jpg,an abstract carving of Ganesha features the characteristic elephant trunk and headgear in minimal relief;
327,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG337.jpg,an abstract carving of Ganesha features the characteristic elephant trunk and headgear in minimal relief;
328,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG338.jpg,an abstract carving of Ganesha features the characteristic elephant trunk and headgear in minimal relief;
329,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG339.jpg,an abstract carving of Ganesha features the characteristic elephant trunk and headgear in minimal relief;
330,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG340.jpg,an abstract carving of Ganesha features the characteristic elephant trunk and headgear in minimal relief;
331,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG341.jpg,a graceful standing figure holding a staff and raising one hand in blessing portrays a divine or royal personage in relaxed tribhanga posture.
332,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG342.jpg,"Two female dancers in graceful poses beneath an arch, adorned with jewelry and traditional attire, likely representing celestial dancers (apsaras) or devotees in a classical temple dance style."
333,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG343.jpg,"Two female dancers in graceful poses beneath an arch, adorned with jewelry and traditional attire, likely representing celestial dancers (apsaras) or devotees in a classical temple dance style."
334,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG344.jpg,"Two female dancers in graceful poses beneath an arch, adorned with jewelry and traditional attire, likely representing celestial dancers (apsaras) or devotees in a classical temple dance style."
335,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG345.jpg,"Two female dancers in graceful poses beneath an arch, adorned with jewelry and traditional attire, likely representing celestial dancers (apsaras) or devotees in a classical temple dance style."
336,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG346.jpg,"A male dancer standing in a dynamic posture with raised arms and bent knees, possibly depicting a devotee or deity in a moment of rhythmic movement or dance."
337,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG347.jpg,"A male dancer standing in a dynamic posture with raised arms and bent knees, possibly depicting a devotee or deity in a moment of rhythmic movement or dance."
338,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG348.jpg,"A male dancer standing in a dynamic posture with raised arms and bent knees, possibly depicting a devotee or deity in a moment of rhythmic movement or dance."
339,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG349.jpg,"A female figure mid-dance with one leg lifted and an arm extended, body arched expressively, suggesting divine or ritual dance, commonly seen in temple reliefs."
340,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG350.jpg,"A female figure mid-dance with one leg lifted and an arm extended, body arched expressively, suggesting divine or ritual dance, commonly seen in temple reliefs."
341,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG351.jpg,"A female figure mid-dance with one leg lifted and an arm extended, body arched expressively, suggesting divine or ritual dance, commonly seen in temple reliefs."
342,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG352.jpg,"A serene figure with one hand raised in Abhaya Mudra (gesture of protection), wearing a tall crown and elaborate ornaments, likely a deity such as Vishnu or a royal devotee."
343,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG353.jpg,"A serene figure with one hand raised in Abhaya Mudra (gesture of protection), wearing a tall crown and elaborate ornaments, likely a deity such as Vishnu or a royal devotee."
344,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG354.jpg,"A serene figure with one hand raised in Abhaya Mudra (gesture of protection), wearing a tall crown and elaborate ornaments, likely a deity such as Vishnu or a royal devotee."
345,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG355.jpg,"A seated divine figure with a calm expression and a raised hand in blessing, possibly a sage or deity, with traditional South Indian sculptural detailing."
346,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG356.jpg,"A seated divine figure with a calm expression and a raised hand in blessing, possibly a sage or deity, with traditional South Indian sculptural detailing."
